IDFactura,Rama,Ciudad,TipoCliente,Genero,ClasificacionProducto,PrecioUnitario,Cantidad,Impuesto5%,MontoVenta,Fecha,Hora,MetodoPago,Costo,PorcentajeGanancia,GananciaNeta,PuntuacionCompra
308-39-1707,Alex,Yangon,Normal,Femenino,Accesorios de moda,12.09,1,0.6045,12.6945,1/26/2019,0.763194444,Tarjeta,12.09,4.761904762,0.6045,8.2
149-61-1929,Alex,Yangon,Normal,Masculino,Entrenamiento y viajes,64.19,10,32.095,673.995,1/19/2019,0.588888889,Tarjeta,641.9,4.761904762,32.095,6.7
655-07-2265,Alex,Yangon,Normal,Masculino,Accesorios electronicos,78.31,3,11.7465,246.6765,3/5/2019,0.693055556,Digital,234.93,4.761904762,11.7465,5.4
589-02-8023,Alex,Yangon,Afiliado,Masculino,Comestibles,83.77,2,8.377,175.917,1/15/2019,0.454166667,Tarjeta,167.54,4.761904762,8.377,7
420-04-7590,Cairo,Mandalay,Normal,Masculino,Articulos para el hogar,99.7,3,14.955,314.055,3/18/2019,0.478472222,Digital,299.1,4.761904762,14.955,4.7
182-88-2763,Cairo,Mandalay,Afiliado,Masculino,Comestibles,79.91,3,11.9865,251.7165,3/20/2019,0.811111111,Tarjeta,239.73,4.761904762,11.9865,5
188-55-0967,Cairo,Mandalay,Afiliado,Masculino,Salud y belleza,66.47,10,33.235,697.935,1/15/2019,0.625694444,Tarjeta,664.7,4.761904762,33.235,5
610-46-4100,Alex,Yangon,Normal,Masculino,Salud y belleza,28.95,7,10.1325,212.7825,3/3/2019,0.854861111,Tarjeta,202.65,4.761904762,10.1325,6
318-81-2368,Giza,Naypyitaw,Normal,Femenino,Accesorios electronicos,46.2,1,2.31,48.51,3/19/2019,0.511111111,Efectivo,46.2,4.761904762,2.31,6.3
364-33-8584,Cairo,Mandalay,Afiliado,Femenino,Comestibles,17.63,5,4.4075,92.5575,3/8/2019,0.64375,Efectivo,88.15,4.761904762,4.4075,8.5
665-63-9737,Cairo,Mandalay,Normal,Masculino,Accesorios de moda,52.42,3,7.863,165.123,2/27/2019,0.733333333,Digital,157.26,4.761904762,7.863,7.5
695-09-5146,Cairo,Mandalay,Afiliado,Femenino,Comestibles,98.79,3,14.8185,311.1885,2/23/2019,0.833333333,Digital,296.37,4.761904762,14.8185,6.4
155-45-3814,Giza,Naypyitaw,Afiliado,Femenino,Accesorios electronicos,88.55,8,35.42,743.82,3/19/2019,0.645138889,Digital,708.4,4.761904762,35.42,4.7
794-32-2436,Cairo,Mandalay,Afiliado,Masculino,Accesorios electronicos,55.67,2,5.567,116.907,3/27/2019,0.630555556,Digital,111.34,4.761904762,5.567,6
131-15-8856,Giza,Naypyitaw,Afiliado,Femenino,Comestibles,72.52,8,29.008,609.168,3/30/2019,0.809722222,Tarjeta,580.16,4.761904762,29.008,4
273-84-2164,Giza,Naypyitaw,Afiliado,Masculino,Accesorios electronicos,12.05,5,3.0125,63.2625,2/16/2019,0.661805556,Digital,60.25,4.761904762,3.0125,5.5
706-36-6154,Alex,Yangon,Afiliado,Masculino,Articulos para el hogar,19.36,9,8.712,182.952,1/18/2019,0.779861111,Digital,174.24,4.761904762,8.712,8.7
778-89-7974,Giza,Naypyitaw,Normal,Masculino,Salud y belleza,70.21,6,21.063,442.323,3/30/2019,0.623611111,Efectivo,421.26,4.761904762,21.063,7.4
574-31-8277,Cairo,Mandalay,Afiliado,Masculino,Accesorios de moda,33.63,1,1.6815,35.3115,3/20/2019,0.829861111,Efectivo,33.63,4.761904762,1.6815,5.6
859-71-0933,Giza,Naypyitaw,Afiliado,Femenino,Entrenamiento y viajes,15.49,2,1.549,32.529,1/16/2019,0.631944444,Efectivo,30.98,4.761904762,1.549,6.3
740-11-5257,Giza,Naypyitaw,Normal,Masculino,Accesorios electronicos,24.74,10,12.37,259.77,2/24/2019,0.697222222,Efectivo,247.4,4.761904762,12.37,7.1
369-82-2676,Cairo,Mandalay,Normal,Masculino,Accesorios electronicos,75.66,5,18.915,397.215,1/15/2019,0.765277778,Digital,378.3,4.761904762,18.915,7.8
563-47-4072,Cairo,Mandalay,Normal,Femenino,Salud y belleza,55.81,6,16.743,351.603,1/22/2019,0.494444444,Efectivo,334.86,4.761904762,16.743,9.9
742-04-5161,Alex,Yangon,Afiliado,Masculino,Articulos para el hogar,72.78,10,36.39,764.19,2/3/2019,0.725,Efectivo,727.8,4.761904762,36.39,7.3
149-15-7606,Cairo,Mandalay,Afiliado,Masculino,Entrenamiento y viajes,37.32,9,16.794,352.674,3/6/2019,0.646527778,Digital,335.88,4.761904762,16.794,5.1
133-77-3154,Cairo,Mandalay,Afiliado,Masculino,Accesorios de moda,60.18,4,12.036,252.756,2/16/2019,0.752777778,Tarjeta,240.72,4.761904762,12.036,9.4
169-52-4504,Alex,Yangon,Normal,Femenino,Accesorios electronicos,15.69,3,2.3535,49.4235,3/14/2019,0.592361111,Tarjeta,47.07,4.761904762,2.3535,5.8
250-81-7186,Giza,Naypyitaw,Normal,Femenino,Accesorios electronicos,99.69,1,4.9845,104.6745,2/27/2019,0.432638889,Tarjeta,99.69,4.761904762,4.9845,8
562-12-5430,Alex,Yangon,Afiliado,Femenino,Accesorios de moda,88.15,3,13.2225,277.6725,1/18/2019,0.424305556,Digital,264.45,4.761904762,13.2225,7.9
816-72-8853,Alex,Yangon,Afiliado,Femenino,Entrenamiento y viajes,27.93,5,6.9825,146.6325,1/29/2019,0.658333333,Efectivo,139.65,4.761904762,6.9825,5.9
491-38-3499,Alex,Yangon,Afiliado,Masculino,Accesorios de moda,55.45,1,2.7725,58.2225,2/26/2019,0.740277778,Tarjeta,55.45,4.761904762,2.7725,4.9
322-02-2271,Cairo,Mandalay,Normal,Femenino,Entrenamiento y viajes,42.97,3,6.4455,135.3555,2/3/2019,0.490277778,Efectivo,128.91,4.761904762,6.4455,9.3
842-29-4695,Giza,Naypyitaw,Afiliado,Masculino,Entrenamiento y viajes,17.14,7,5.999,125.979,1/16/2019,0.504861111,Tarjeta,119.98,4.761904762,5.999,7.9
725-67-2480,Cairo,Mandalay,Afiliado,Femenino,Accesorios de moda,58.75,6,17.625,370.125,3/24/2019,0.759722222,Tarjeta,352.5,4.761904762,17.625,5.9
641-51-2661,Giza,Naypyitaw,Afiliado,Femenino,Comestibles,87.1,10,43.55,914.55,2/12/2019,0.614583333,Tarjeta,871,4.761904762,43.55,9.9
714-02-3114,Giza,Naypyitaw,Normal,Femenino,Entrenamiento y viajes,98.8,2,9.88,207.48,2/21/2019,0.485416667,Efectivo,197.6,4.761904762,9.88,7.7
518-17-2983,Alex,Yangon,Normal,Femenino,Accesorios de moda,48.63,4,9.726,204.246,2/4/2019,0.655555556,Digital,194.52,4.761904762,9.726,7.6
779-42-2410,Cairo,Mandalay,Afiliado,Masculino,Comestibles,57.74,3,8.661,181.881,2/20/2019,0.545833333,Digital,173.22,4.761904762,8.661,7.7
190-14-3147,Cairo,Mandalay,Normal,Femenino,Salud y belleza,17.97,4,3.594,75.474,2/23/2019,0.863194444,Digital,71.88,4.761904762,3.594,6.4
408-66-6712,Giza,Naypyitaw,Afiliado,Femenino,Salud y belleza,47.71,6,14.313,300.573,2/16/2019,0.596527778,Digital,286.26,4.761904762,14.313,4.4
679-22-6530,Cairo,Mandalay,Normal,Femenino,Entrenamiento y viajes,40.62,2,4.062,85.302,1/17/2019,0.417361111,Tarjeta,81.24,4.761904762,4.062,4.1
588-47-8641,Alex,Yangon,Afiliado,Masculino,Accesorios de moda,56.04,10,28.02,588.42,1/14/2019,0.8125,Digital,560.4,4.761904762,28.02,4.4
642-61-4706,Cairo,Mandalay,Afiliado,Masculino,Comestibles,93.4,2,9.34,196.14,3/30/2019,0.690277778,Efectivo,186.8,4.761904762,9.34,5.5
576-31-4774,Cairo,Mandalay,Normal,Femenino,Salud y belleza,73.41,3,11.0115,231.2415,3/2/2019,0.548611111,Digital,220.23,4.761904762,11.0115,4
556-41-6224,Giza,Naypyitaw,Normal,Masculino,Salud y belleza,33.64,8,13.456,282.576,2/15/2019,0.715277778,Tarjeta,269.12,4.761904762,13.456,9.3
811-03-8790,Alex,Yangon,Normal,Femenino,Accesorios electronicos,45.48,10,22.74,477.54,3/1/2019,0.431944444,Tarjeta,454.8,4.761904762,22.74,4.8
242-11-3142,Cairo,Mandalay,Afiliado,Masculino,Accesorios de moda,83.77,2,8.377,175.917,2/24/2019,0.83125,Efectivo,167.54,4.761904762,8.377,4.6
752-23-3760,Cairo,Mandalay,Afiliado,Femenino,Entrenamiento y viajes,64.08,7,22.428,470.988,2/19/2019,0.811805556,Tarjeta,448.56,4.761904762,22.428,7.3
274-05-5470,Alex,Yangon,Afiliado,Femenino,Comestibles,73.47,4,14.694,308.574,2/23/2019,0.770833333,Efectivo,293.88,4.761904762,14.694,6
648-94-3045,Giza,Naypyitaw,Normal,Masculino,Salud y belleza,58.95,10,29.475,618.975,2/7/2019,0.602083333,Digital,589.5,4.761904762,29.475,8.1
130-67-4723,Alex,Yangon,Afiliado,Masculino,Comestibles,48.5,6,14.55,305.55,1/11/2019,0.58125,Digital,291,4.761904762,14.55,9.4
528-87-5606,Cairo,Mandalay,Afiliado,Femenino,Accesorios electronicos,39.48,1,1.974,41.454,2/12/2019,0.821527778,Efectivo,39.48,4.761904762,1.974,6.5
320-85-2052,Cairo,Mandalay,Normal,Femenino,Entrenamiento y viajes,34.81,1,1.7405,36.5505,1/14/2019,0.424305556,Tarjeta,34.81,4.761904762,1.7405,7
370-96-0655,Giza,Naypyitaw,Normal,Femenino,Accesorios de moda,49.32,6,14.796,310.716,1/9/2019,0.573611111,Digital,295.92,4.761904762,14.796,7.1
105-10-6182,Alex,Yangon,Afiliado,Masculino,Accesorios de moda,21.48,2,2.148,45.108,2/27/2019,0.515277778,Digital,42.96,4.761904762,2.148,6.6
510-79-0415,Cairo,Mandalay,Afiliado,Femenino,Entrenamiento y viajes,23.08,6,6.924,145.404,1/24/2019,0.805555556,Digital,138.48,4.761904762,6.924,4.9
241-96-5076,Cairo,Mandalay,Afiliado,Femenino,Articulos para el hogar,49.1,2,4.91,103.11,1/8/2019,0.540277778,Tarjeta,98.2,4.761904762,4.91,6.4
767-97-4650,Cairo,Mandalay,Afiliado,Femenino,Entrenamiento y viajes,64.83,2,6.483,136.143,1/8/2019,0.499305556,Tarjeta,129.66,4.761904762,6.483,8
648-83-1321,Alex,Yangon,Afiliado,Masculino,Articulos para el hogar,63.56,10,31.78,667.38,1/16/2019,0.749305556,Efectivo,635.6,4.761904762,31.78,4.3
173-57-2300,Giza,Naypyitaw,Afiliado,Masculino,Entrenamiento y viajes,72.88,2,7.288,153.048,3/13/2019,0.535416667,Efectivo,145.76,4.761904762,7.288,6.1
305-03-2383,Alex,Yangon,Normal,Femenino,Comestibles,67.1,3,10.065,211.365,2/15/2019,0.441666667,Efectivo,201.3,4.761904762,10.065,7.5
394-55-6384,Giza,Naypyitaw,Afiliado,Femenino,Entrenamiento y viajes,70.19,9,31.5855,663.2955,1/25/2019,0.568055556,Efectivo,631.71,4.761904762,31.5855,6.7
266-20-6657,Giza,Naypyitaw,Afiliado,Masculino,Comestibles,55.04,7,19.264,404.544,3/12/2019,0.81875,Digital,385.28,4.761904762,19.264,5.2
689-05-1884,Alex,Yangon,Afiliado,Masculino,Salud y belleza,48.63,10,24.315,510.615,3/4/2019,0.530555556,Efectivo,486.3,4.761904762,24.315,8.8
196-01-2849,Giza,Naypyitaw,Afiliado,Femenino,Accesorios de moda,73.38,7,25.683,539.343,2/10/2019,0.580555556,Efectivo,513.66,4.761904762,25.683,9.5
372-62-5264,Giza,Naypyitaw,Normal,Femenino,Comestibles,52.6,9,23.67,497.07,1/16/2019,0.6125,Efectivo,473.4,4.761904762,23.67,7.6
800-09-8606,Alex,Yangon,Afiliado,Femenino,Articulos para el hogar,87.37,5,21.8425,458.6925,1/29/2019,0.822916667,Efectivo,436.85,4.761904762,21.8425,6.6
182-52-7000,Alex,Yangon,Afiliado,Femenino,Entrenamiento y viajes,27.04,4,5.408,113.568,1/1/2019,0.851388889,Digital,108.16,4.761904762,5.408,6.9
826-58-8051,Cairo,Mandalay,Normal,Masculino,Articulos para el hogar,62.19,4,12.438,261.198,1/6/2019,0.823611111,Digital,248.76,4.761904762,12.438,4.3
868-06-0466,Alex,Yangon,Afiliado,Masculino,Accesorios electronicos,69.58,9,31.311,657.531,2/19/2019,0.818055556,Tarjeta,626.22,4.761904762,31.311,7.8
751-41-9720,Giza,Naypyitaw,Normal,Masculino,Articulos para el hogar,97.5,10,48.75,1023.75,1/12/2019,0.679166667,Digital,975,4.761904762,48.75,8
626-43-7888,Giza,Naypyitaw,Normal,Femenino,Accesorios de moda,60.41,8,24.164,507.444,2/7/2019,0.515972222,Digital,483.28,4.761904762,24.164,9.6
176-64-7711,Cairo,Mandalay,Normal,Masculino,Comestibles,32.32,3,4.848,101.808,3/27/2019,0.799305556,Tarjeta,96.96,4.761904762,4.848,4.3
191-29-0321,Cairo,Mandalay,Afiliado,Femenino,Accesorios de moda,19.77,10,9.885,207.585,2/27/2019,0.789583333,Tarjeta,197.7,4.761904762,9.885,5
729-06-2010,Cairo,Mandalay,Afiliado,Masculino,Salud y belleza,80.47,9,36.2115,760.4415,1/6/2019,0.470833333,Efectivo,724.23,4.761904762,36.2115,9.2
640-48-5028,Cairo,Mandalay,Afiliado,Femenino,Articulos para el hogar,88.39,9,39.7755,835.2855,3/2/2019,0.527777778,Efectivo,795.51,4.761904762,39.7755,6.3
186-79-9562,Cairo,Mandalay,Normal,Masculino,Salud y belleza,71.77,7,25.1195,527.5095,3/29/2019,0.5875,Efectivo,502.39,4.761904762,25.1195,8.9
834-45-5519,Cairo,Mandalay,Normal,Femenino,Accesorios electronicos,43,4,8.6,180.6,1/31/2019,0.866666667,Digital,172,4.761904762,8.6,7.6
162-65-8559,Giza,Naypyitaw,Afiliado,Masculino,Comestibles,68.98,1,3.449,72.429,1/21/2019,0.842361111,Efectivo,68.98,4.761904762,3.449,4.8
760-27-5490,Giza,Naypyitaw,Normal,Masculino,Accesorios de moda,15.62,8,6.248,131.208,1/20/2019,0.859027778,Digital,124.96,4.761904762,6.248,9.1
445-30-9252,Alex,Yangon,Normal,Masculino,Entrenamiento y viajes,25.7,3,3.855,80.955,1/17/2019,0.749305556,Digital,77.1,4.761904762,3.855,6.1
786-94-2700,Alex,Yangon,Afiliado,Masculino,Comestibles,80.62,6,24.186,507.906,2/28/2019,0.845833333,Efectivo,483.72,4.761904762,24.186,9.1
728-88-7867,Giza,Naypyitaw,Afiliado,Femenino,Articulos para el hogar,75.53,4,15.106,317.226,3/19/2019,0.661111111,Digital,302.12,4.761904762,15.106,8.3
183-21-3799,Giza,Naypyitaw,Normal,Femenino,Accesorios electronicos,77.63,9,34.9335,733.6035,2/19/2019,0.634722222,Digital,698.67,4.761904762,34.9335,7.2
268-20-3585,Giza,Naypyitaw,Normal,Femenino,Salud y belleza,13.85,9,6.2325,130.8825,2/4/2019,0.534722222,Digital,124.65,4.761904762,6.2325,6
735-32-9839,Giza,Naypyitaw,Afiliado,Masculino,Accesorios de moda,98.7,8,39.48,829.08,1/31/2019,0.441666667,Digital,789.6,4.761904762,39.48,8.5
258-92-7466,Alex,Yangon,Normal,Femenino,Salud y belleza,35.68,5,8.92,187.32,2/6/2019,0.772916667,Tarjeta,178.4,4.761904762,8.92,6.6
857-16-3520,Alex,Yangon,Afiliado,Femenino,Accesorios de moda,71.46,7,25.011,525.231,3/28/2019,0.670833333,Digital,500.22,4.761904762,25.011,4.5
482-17-1179,Alex,Yangon,Afiliado,Masculino,Accesorios electronicos,11.94,3,1.791,37.611,1/19/2019,0.532638889,Tarjeta,35.82,4.761904762,1.791,8.1
788-21-5741,Alex,Yangon,Normal,Masculino,Accesorios de moda,45.38,3,6.807,142.947,2/17/2019,0.565277778,Tarjeta,136.14,4.761904762,6.807,7.2
821-14-9046,Cairo,Mandalay,Afiliado,Femenino,Accesorios de moda,17.48,6,5.244,110.124,1/18/2019,0.627777778,Tarjeta,104.88,4.761904762,5.244,6.1
418-05-0656,Cairo,Mandalay,Normal,Femenino,Accesorios de moda,25.56,7,8.946,187.866,2/2/2019,0.8625,Efectivo,178.92,4.761904762,8.946,7.1
678-79-0726,Giza,Naypyitaw,Afiliado,Femenino,Entrenamiento y viajes,90.63,9,40.7835,856.4535,1/18/2019,0.644444444,Efectivo,815.67,4.761904762,40.7835,5.1
776-68-1096,Cairo,Mandalay,Normal,Masculino,Articulos para el hogar,44.12,3,6.618,138.978,3/18/2019,0.572916667,Tarjeta,132.36,4.761904762,6.618,7.9
592-46-1692,Giza,Naypyitaw,Afiliado,Femenino,Comestibles,36.77,7,12.8695,270.2595,1/11/2019,0.840277778,Efectivo,257.39,4.761904762,12.8695,7.4
434-35-9162,Cairo,Mandalay,Afiliado,Masculino,Comestibles,23.34,4,4.668,98.028,2/4/2019,0.786805556,Digital,93.36,4.761904762,4.668,7.4
149-14-0304,Giza,Naypyitaw,Afiliado,Femenino,Salud y belleza,28.5,8,11.4,239.4,2/6/2019,0.6,Efectivo,228,4.761904762,11.4,6.6
442-44-6497,Giza,Naypyitaw,Afiliado,Masculino,Articulos para el hogar,55.57,3,8.3355,175.0455,1/8/2019,0.4875,Tarjeta,166.71,4.761904762,8.3355,5.9
174-64-0215,Cairo,Mandalay,Normal,Masculino,Entrenamiento y viajes,69.74,10,34.87,732.27,3/5/2019,0.742361111,Tarjeta,697.4,4.761904762,34.87,8.9
210-74-9613,Giza,Naypyitaw,Normal,Masculino,Accesorios de moda,97.26,4,19.452,408.492,3/16/2019,0.647916667,Digital,389.04,4.761904762,19.452,6.8
299-29-0180,Cairo,Mandalay,Afiliado,Femenino,Articulos para el hogar,52.18,7,18.263,383.523,3/9/2019,0.454166667,Efectivo,365.26,4.761904762,18.263,9.3
247-11-2470,Alex,Yangon,Afiliado,Femenino,Accesorios de moda,22.32,4,4.464,93.744,3/1/2019,0.682638889,Tarjeta,89.28,4.761904762,4.464,4.4
635-28-5728,Alex,Yangon,Normal,Masculino,Salud y belleza,56,3,8.4,176.4,2/28/2019,0.814583333,Digital,168,4.761904762,8.4,4.8
756-49-0168,Alex,Yangon,Afiliado,Masculino,Accesorios de moda,19.7,1,0.985,20.685,2/8/2019,0.485416667,Digital,19.7,4.761904762,0.985,9.5
438-23-1242,Cairo,Mandalay,Normal,Masculino,Accesorios electronicos,75.88,7,26.558,557.718,1/24/2019,0.443055556,Digital,531.16,4.761904762,26.558,8.9
238-45-6950,Cairo,Mandalay,Afiliado,Masculino,Comestibles,53.72,1,2.686,56.406,3/1/2019,0.835416667,Digital,53.72,4.761904762,2.686,6.4
607-65-2441,Giza,Naypyitaw,Afiliado,Masculino,Salud y belleza,81.95,10,40.975,860.475,3/10/2019,0.527083333,Tarjeta,819.5,4.761904762,40.975,6
386-27-7606,Giza,Naypyitaw,Afiliado,Femenino,Articulos para el hogar,81.2,7,28.42,596.82,3/23/2019,0.665972222,Tarjeta,568.4,4.761904762,28.42,8.1
137-63-5492,Giza,Naypyitaw,Normal,Masculino,Accesorios electronicos,58.76,10,29.38,616.98,1/29/2019,0.601388889,Digital,587.6,4.761904762,29.38,9
197-77-7132,Cairo,Mandalay,Afiliado,Masculino,Accesorios electronicos,91.56,8,36.624,769.104,1/12/2019,0.765277778,Digital,732.48,4.761904762,36.624,6
805-86-0265,Alex,Yangon,Normal,Masculino,Articulos para el hogar,93.96,9,42.282,887.922,3/20/2019,0.480555556,Efectivo,845.64,4.761904762,42.282,9.8
733-29-1227,Giza,Naypyitaw,Normal,Masculino,Articulos para el hogar,55.61,7,19.4635,408.7335,3/23/2019,0.528472222,Efectivo,389.27,4.761904762,19.4635,8.5
451-73-2711,Giza,Naypyitaw,Normal,Masculino,Comestibles,84.83,1,4.2415,89.0715,1/14/2019,0.638888889,Digital,84.83,4.761904762,4.2415,8.8
373-14-0504,Alex,Yangon,Afiliado,Femenino,Entrenamiento y viajes,71.63,2,7.163,150.423,2/12/2019,0.60625,Digital,143.26,4.761904762,7.163,8.8
546-80-2899,Alex,Yangon,Afiliado,Masculino,Articulos para el hogar,37.69,2,3.769,79.149,2/20/2019,0.645138889,Digital,75.38,4.761904762,3.769,9.5
345-68-9016,Giza,Naypyitaw,Afiliado,Femenino,Entrenamiento y viajes,31.67,8,12.668,266.028,1/2/2019,0.679861111,Tarjeta,253.36,4.761904762,12.668,5.6
390-17-5806,Giza,Naypyitaw,Afiliado,Femenino,Comestibles,38.42,1,1.921,40.341,2/2/2019,0.689583333,Efectivo,38.42,4.761904762,1.921,8.6
457-13-1708,Cairo,Mandalay,Afiliado,Masculino,Accesorios de moda,65.23,10,32.615,684.915,1/8/2019,0.796527778,Tarjeta,652.3,4.761904762,32.615,5.2
664-14-2882,Giza,Naypyitaw,Afiliado,Femenino,Articulos para el hogar,10.53,5,2.6325,55.2825,1/30/2019,0.613194444,Tarjeta,52.65,4.761904762,2.6325,5.8
487-79-6868,Cairo,Mandalay,Afiliado,Femenino,Articulos para el hogar,12.29,9,5.5305,116.1405,3/26/2019,0.811111111,Tarjeta,110.61,4.761904762,5.5305,8
314-23-4520,Giza,Naypyitaw,Afiliado,Masculino,Salud y belleza,81.23,7,28.4305,597.0405,1/15/2019,0.863888889,Efectivo,568.61,4.761904762,28.4305,9
210-30-7976,Cairo,Mandalay,Afiliado,Femenino,Accesorios de moda,22.32,4,4.464,93.744,3/14/2019,0.469444444,Digital,89.28,4.761904762,4.464,4.1
585-86-8361,Alex,Yangon,Normal,Femenino,Comestibles,27.28,5,6.82,143.22,2/3/2019,0.438194444,Tarjeta,136.4,4.761904762,6.82,8.6
807-14-7833,Alex,Yangon,Afiliado,Femenino,Accesorios electronicos,17.42,10,8.71,182.91,2/22/2019,0.520833333,Digital,174.2,4.761904762,8.71,7
775-72-1988,Cairo,Mandalay,Normal,Masculino,Articulos para el hogar,73.28,5,18.32,384.72,1/24/2019,0.628472222,Digital,366.4,4.761904762,18.32,8.4
288-38-3758,Giza,Naypyitaw,Afiliado,Femenino,Accesorios de moda,84.87,3,12.7305,267.3405,1/25/2019,0.770833333,Digital,254.61,4.761904762,12.7305,7.4
652-43-6591,Alex,Yangon,Normal,Femenino,Accesorios de moda,97.29,8,38.916,817.236,3/9/2019,0.554166667,Tarjeta,778.32,4.761904762,38.916,6.2
785-96-0615,Cairo,Mandalay,Afiliado,Femenino,Accesorios electronicos,35.74,8,14.296,300.216,2/17/2019,0.644444444,Digital,285.92,4.761904762,14.296,4.9
406-46-7107,Alex,Yangon,Normal,Femenino,Articulos para el hogar,96.52,6,28.956,608.076,1/11/2019,0.494444444,Efectivo,579.12,4.761904762,28.956,4.5
250-17-5703,Alex,Yangon,Afiliado,Masculino,Comestibles,18.85,10,9.425,197.925,2/27/2019,0.766666667,Digital,188.5,4.761904762,9.425,5.6
156-95-3964,Alex,Yangon,Normal,Femenino,Comestibles,55.39,4,11.078,232.638,3/25/2019,0.638194444,Digital,221.56,4.761904762,11.078,8
842-40-8179,Cairo,Mandalay,Afiliado,Femenino,Comestibles,77.2,10,38.6,810.6,2/11/2019,0.443055556,Tarjeta,772,4.761904762,38.6,5.6
525-09-8450,Cairo,Mandalay,Normal,Masculino,Accesorios electronicos,72.13,10,36.065,757.365,1/31/2019,0.633333333,Tarjeta,721.3,4.761904762,36.065,4.2
410-67-1709,Alex,Yangon,Afiliado,Femenino,Accesorios de moda,63.88,8,25.552,536.592,1/20/2019,0.741666667,Digital,511.04,4.761904762,25.552,9.9
587-73-4862,Alex,Yangon,Afiliado,Femenino,Salud y belleza,10.69,5,2.6725,56.1225,3/26/2019,0.463194444,Digital,53.45,4.761904762,2.6725,7.6
787-87-2010,Alex,Yangon,Afiliado,Masculino,Salud y belleza,55.5,4,11.1,233.1,1/20/2019,0.658333333,Tarjeta,222,4.761904762,11.1,6.6
593-14-4239,Cairo,Mandalay,Normal,Femenino,Articulos para el hogar,95.46,8,38.184,801.864,3/5/2019,0.819444444,Digital,763.68,4.761904762,38.184,4.7
801-88-0346,Giza,Naypyitaw,Normal,Femenino,Accesorios de moda,76.06,3,11.409,239.589,1/5/2019,0.854166667,Tarjeta,228.18,4.761904762,11.409,9.8
388-76-2555,Cairo,Mandalay,Normal,Masculino,Entrenamiento y viajes,13.69,6,4.107,86.247,2/13/2019,0.582638889,Efectivo,82.14,4.761904762,4.107,6.3
711-31-1234,Cairo,Mandalay,Normal,Femenino,Accesorios electronicos,95.64,4,19.128,401.688,3/16/2019,0.785416667,Efectivo,382.56,4.761904762,19.128,7.9
886-54-6089,Alex,Yangon,Normal,Femenino,Articulos para el hogar,11.43,6,3.429,72.009,1/15/2019,0.725,Efectivo,68.58,4.761904762,3.429,7.7
707-32-7409,Cairo,Mandalay,Afiliado,Femenino,Entrenamiento y viajes,95.54,4,19.108,401.268,2/26/2019,0.498611111,Digital,382.16,4.761904762,19.108,4.5
759-98-4285,Giza,Naypyitaw,Afiliado,Femenino,Salud y belleza,85.87,7,30.0545,631.1445,2/27/2019,0.792361111,Tarjeta,601.09,4.761904762,30.0545,8
201-63-8275,Giza,Naypyitaw,Afiliado,Femenino,Entrenamiento y viajes,67.99,7,23.7965,499.7265,2/17/2019,0.701388889,Digital,475.93,4.761904762,23.7965,5.7
471-06-8611,Giza,Naypyitaw,Normal,Femenino,Comestibles,52.42,1,2.621,55.041,2/6/2019,0.431944444,Tarjeta,52.42,4.761904762,2.621,6.3
200-16-5952,Giza,Naypyitaw,Afiliado,Masculino,Comestibles,65.65,2,6.565,137.865,1/17/2019,0.698611111,Efectivo,131.3,4.761904762,6.565,6
120-54-2248,Cairo,Mandalay,Normal,Femenino,Comestibles,28.86,5,7.215,151.515,1/22/2019,0.755555556,Tarjeta,144.3,4.761904762,7.215,8
102-77-2261,Giza,Naypyitaw,Afiliado,Masculino,Salud y belleza,65.31,7,22.8585,480.0285,3/5/2019,0.751388889,Tarjeta,457.17,4.761904762,22.8585,4.2
875-31-8302,Cairo,Mandalay,Normal,Masculino,Entrenamiento y viajes,93.38,1,4.669,98.049,1/3/2019,0.546527778,Efectivo,93.38,4.761904762,4.669,9.6
102-06-2002,Giza,Naypyitaw,Afiliado,Masculino,Entrenamiento y viajes,25.25,5,6.3125,132.5625,3/20/2019,0.744444444,Efectivo,126.25,4.761904762,6.3125,6.1
457-94-0464,Cairo,Mandalay,Afiliado,Masculino,Accesorios electronicos,87.87,9,39.5415,830.3715,1/31/2019,0.855555556,Digital,790.83,4.761904762,39.5415,5.6
629-42-4133,Giza,Naypyitaw,Normal,Masculino,Salud y belleza,21.8,8,8.72,183.12,2/19/2019,0.808333333,Efectivo,174.4,4.761904762,8.72,8.3
534-53-3526,Alex,Yangon,Normal,Femenino,Entrenamiento y viajes,94.76,4,18.952,397.992,2/11/2019,0.670833333,Digital,379.04,4.761904762,18.952,7.8
307-04-2070,Alex,Yangon,Afiliado,Femenino,Accesorios de moda,30.62,1,1.531,32.151,2/5/2019,0.593055556,Tarjeta,30.62,4.761904762,1.531,4.1
468-99-7231,Giza,Naypyitaw,Normal,Femenino,Articulos para el hogar,44.01,8,17.604,369.684,3/3/2019,0.733333333,Efectivo,352.08,4.761904762,17.604,8.8
516-77-6464,Giza,Naypyitaw,Afiliado,Femenino,Salud y belleza,10.16,5,2.54,53.34,2/24/2019,0.547222222,Digital,50.8,4.761904762,2.54,4.1
404-91-5964,Alex,Yangon,Normal,Masculino,Accesorios electronicos,74.58,7,26.103,548.163,2/4/2019,0.672916667,Tarjeta,522.06,4.761904762,26.103,9
886-77-9084,Giza,Naypyitaw,Normal,Masculino,Accesorios electronicos,71.89,8,28.756,603.876,2/19/2019,0.48125,Digital,575.12,4.761904762,28.756,5.5
